"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace",REELS_PLAYS:COUNT,"Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio"
983134287187237,100064720237286,"Alcaldía de Tuluá","🌟 ¡Trabajando por la sana convivencia en Tuluá! 🌟

La Administración Municipal realizó hoy la presentación del nuevo equipo de Gestores de Convivencia, un grupo comprometido con el diálogo y la colaboración en nuestra comunidad que ha trabajado desde el inicio de año pero ahora estarán identificados con un nuevo uniforme. Junto a la Policía Nacional y Agentes de Tránsito, trabajarán para promover el orden y la tranquilidad en el espacio público.

👮‍♂️💬 ¡Unámonos para construir un Tuluá mejor #ParaSerFelices!💚✨",,0,"10/24/2024 12:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0sYekNuJJX2YZJpdz3kEf23wQvQc5ytY1nJdMGLCf2XosvSxuNUXSWdaJPBqUz3Axl,0,0,Fotos,,,,,Total,13745,13354,163,112,11,40,4026,3406,618,2,,,,,
982318677268798,100064720237286,"Alcaldía de Tuluá","🎃 ¡Explora el Mundo de la Fantasía, una Aventura “ParaSerFelices! 🌟

¡Este Halloween, los más pequeños de la casa están invitados a una aventura mágica! Conoce las estaciones que tendremos para ti, donde los niños podrán descubrir actividades asombrosas, recorrer caminos encantados y vivir una experiencia única llena de sorpresas.

🦄 Nos vemos este sábado, 26 de octubre de 2024
🕒 10:00 a. m.
📍 Coliseo de Ferias Manuel Victoria Rojas

¡Ven disfrazado con un adulto responsable y prepárate para un día de diversión y fantasía!✨🪄 No te pierdas la oportunidad de hacer recuerdos inolvidables. ¡Te esperamos! 💙

Apoyan: 
@celsia_energia @infitulua @emtulua @supergiroscentrodelvalle @veolia_co @hospitalrubencruzvelez @constructoralacima @central_de_transportes_tulua_ @mundoalitascolombia @losolivostulua @mvc30 @electroingenieria @distribuidora_jm.t @comfenalcovalle @centroaguas.sa.esp @fundacion_colombina @funeraria_sanmartin #PanelaElTrébol @supercentrotulua @cclaherradura @nestlecolombia",,0,"10/23/2024 11:14",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0nA6LE6tRMvRzTnPksSetwHGegZTqkutkEGtX9YPGKuAs9mVejpFUNc8HJmYiUeRfl,0,0,Fotos,,,,,Total,12252,11213,267,163,18,86,1448,1117,331,,,,,,
1495346927829827,100064720237286,"Alcaldía de Tuluá","¿Cómo impulsamos el crecimiento y bienestar de nuestros jóvenes?",#ParaSerFelices,2047,"10/23/2024 08:20",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1495346927829827/,0,0,"En vivo",,,,,Total,,857,47,44,1,2,,,,,2337,16298.106,8.959,0,
981670324000300,100064720237286,"Alcaldía de Tuluá","¡FORTALECIENDO LA INFRAESTRUCTURA VIAL! 🚧👷🏻

Buscando el beneficio de más de 1300 estudiantes, en tan solo una semana, hemos avanzado significativamente en la pavimentación de la Calle 7ma, entre las carreras 18 y 19. 🚧💪 Esta obra tan esperada transforma nuestro barrio, y hoy es una realidad para mejorar la calidad de vida de todos los tulueños. 
¡La transformación está en marcha y tú eres parte de ella! 💪🌟 #ParaSerFelices 💙","¡FORTALECIENDO LA INFRAESTRUCTURA VIAL! 🚧👷🏻

Buscando el beneficio de más de 1300 estudiantes, en tan solo una semana, hemos avanzado significativamente en la pavimentación de la Calle 7ma, entre las carreras 18 y 19. 🚧💪 Esta obra tan esperada transforma nuestro barrio, y hoy es una realidad para mejorar la calidad de vida de todos los tulueños. 
¡La transformación está en marcha y tú eres parte de ella! 💪🌟 #ParaSerFelices 💙",75,"10/22/2024 15:23",uploaded,https://www.facebook.com/reel/1334857467889665/,1,0,Reels,,,,,Total,1031,993,70,53,4,13,0,,,,1573,12484.367,8.627,0,0
981506050683394,100064720237286,"Alcaldía de Tuluá","¡Feria de empleabilidad!✅🙌

Desde la Secretaría de Bienestar Social te invitamos a la Feria de Empleabilidad donde tendremos asesoría de los Programas Nacionales. Nos vemos este jueves, 24 de octubre, en el Centro Inspira Campiña. #ParaSerFelices  💙💪🏻",,0,"10/22/2024 09:41",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02rfsKLg63EP8bysgfA7WAmVe1v7bzmjVysRrsUxmq7NiPybQiC8UUkd7qqiGXoxCEl,0,0,Fotos,,,,,Total,1421,1360,32,24,0,8,18,6,12,,,,,,
980903777410288,100064720237286,"Alcaldía de Tuluá","¡En Tuluá seguimos trabajando por una mejor atención en salud!🚑 🩺

Con la visita del @minsaludcol de Salud @guillermo_alfonso_jaramillo, al @hospitalrubencruzvelez, se anunciaron mejoras en siete puestos de salud, con esto, permitiremos más accesibilidad y calidad para nuestras comunidades urbanas y rurales. 🏥 💪 #ParaSerFelices",,0,"10/21/2024 13:36",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0m6iX6Cj5cw5nzwSQD3p6vhgBmfTYP8bUajBRa9UNhXxU4X8vxSncy9795qQjzSTgl,0,0,Fotos,,,,,Total,4334,4180,59,46,3,10,1045,927,116,2,,,,,
1307836737240114,100064720237286,"Alcaldía de Tuluá","Bienestar Social - Renta Ciudadana","Se parte de nuestro programa y accede a varios beneficios",2092,"10/21/2024 12:12",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1307836737240114/,0,0,"En vivo",,,,,Total,,1341,131,78,49,4,,,,,2328,60581.143,31.163,0,
2467837670214448,100064720237286,"Alcaldía de Tuluá","Bienestar Social Programa de Etnias","Apoyo y asesorías integral a las comunidades",2124,"10/21/2024 09:14",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/2467837670214448/,0,0,"En vivo",,,,,Total,,951,136,82,49,5,,,,,1917,36610.439,23.393,0,
980009824166350,100064720237286,"Alcaldía de Tuluá","🎃 ¡Tenemos un cita muy especial con todos los niños y niñas de Tuluá! Es momento de sumergirnos en El Mundo de la Fantasía!🪄🦄

👻 Viviremos un día mágico, lleno de diversión y sorpresas pensado especialmente para ti.

📅 26 de octubre de 2924
📍 Coliseo de Ferias Manuel Victoria Rojas 

¡No te lo pierdas! 🌟 Una aventura #ParaSerFelices 💙✨","🎃 ¡Tenemos un cita muy especial con todos los niños y niñas de Tuluá! Es momento de sumergirnos en El Mundo de la Fantasía!🪄🦄

👻 Viviremos un día mágico, lleno de diversión y sorpresas pensado especialmente para ti.

📅 26 de octubre de 2924
📍 Coliseo de Ferias Manuel Victoria Rojas 

¡No te lo pierdas! 🌟 Una aventura #ParaSerFelices 💙✨",46,"10/20/2024 09:52",uploaded,https://www.facebook.com/reel/1325716775257156/,1,0,Reels,,,,,Total,2790,2584,274,193,14,67,0,,,,6664,52827.139,8.789,0,0
979218577578808,100064720237286,"Alcaldía de Tuluá","Aquí podrás revivir las noticias más importantes de este semana con nuestro resumen “45 segundos #ParaSerFelices” 💙✅✌🏽","Aquí podrás revivir las noticias más importantes de este semana con nuestro resumen “45 segundos #ParaSerFelices” 💙✅✌🏽",78,"10/19/2024 10:12",uploaded,https://www.facebook.com/reel/534612272763947/,1,0,Reels,,,,,Total,950,866,89,67,11,11,0,,,,1510,9592.649,6.779,0,0
978639530970046,100064720237286,"Alcaldía de Tuluá","¡Conmemoración del Día Mundial de la Lucha contra el Cáncer de mama!💕💪🏼

Con una jornada pedagógica, las secretarias de Salud y de Bienestar Social, se unieron para realizar una jornada de sensibilización e información para la prevención del cancer de mama en las mujeres tulueñas.✅✌🏾 #ParaSerFelices 💙","¡Conmemoración del Día Mundial de la Lucha contra el Cáncer de mama!💕💪🏼

Con una jornada pedagógica, las secretarias de Salud y de Bienestar Social, se unieron para realizar una jornada de sensibilización e información para la prevención del cancer de mama en las mujeres tulueñas.✅✌🏾 #ParaSerFelices 💙",32,"10/18/2024 16:16",N/A,https://www.facebook.com/reel/441438772388596/,1,0,Reels,,,,,Total,800,717,29,23,0,6,0,,,,1096,3491.696,3.344,0,0
572624255187601,100064720237286,"Alcaldía de Tuluá","Encuentros con el Alcalde: Hablemos de Biodiversidad y Bienestar","Bienvenidos a este espacio para la comunidad. Hoy estaremos con la Secretaria de Bienestar Social y la Secretaria de Desarrollo Agropecuario y Medio Ambiente, SEDAMA.",2820,"10/18/2024 10:08",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/572624255187601/,0,0,"En vivo",,,,,Total,,2518,370,284,68,18,,,,,3222,128645.107,46.158,0,
977675794399753,100064720237286,"Alcaldía de Tuluá","¡Hemos iniciado la reactivación del vivero municipal!🌱💪🏼🪄

Desde la Secretaría de Desarrollo Agropecuario y Medio Ambiente, SEDAMA, estamos impulsando la producción de material ornamental, forestal y de jardinería, con el objetivo de llenar de vida y zonas verdes cada rincón de nuestro municipio. 🌿🌸

Este esfuerzo contribuye a revitalizar nuestros espacios urbanos, creando un entorno más saludable y armonioso para todos. #ParaSerFelices #SEDAMA 💙","¡Hemos iniciado la reactivación del vivero municipal!🌱💪🏼🪄

Desde la Secretaría de Desarrollo Agropecuario y Medio Ambiente, SEDAMA, estamos impulsando la producción de material ornamental, forestal y de jardinería, con el objetivo de llenar de vida y zonas verdes cada rincón de nuestro municipio. 🌿🌸

Este esfuerzo contribuye a revitalizar nuestros espacios urbanos, creando un entorno más saludable y armonioso para todos. #ParaSerFelices #SEDAMA 💙",66,"10/17/2024 09:59",uploaded,https://www.facebook.com/reel/3379459665692107/,0,0,Reels,,,,,Total,878,773,44,26,9,9,0,,,,1172,6105.812,5.606,0,0
977105047790161,100064720237286,"Alcaldía de Tuluá","¡Seguimos fortaleciendo las estrategias para la seguridad de los tulueños! ✅

Con el apoyo de nuestra Fuerza Pública, realizamos “las Caravanas por la Vida”, una iniciativa que refuerza el control y garantiza la seguridad de nuestra comunidad. #ParaSerFelices","¡Seguimos fortaleciendo las estrategias para la seguridad de los tulueños! ✅

Con el apoyo de nuestra Fuerza Pública, realizamos “las Caravanas por la Vida”, una iniciativa que refuerza el control y garantiza la seguridad de nuestra comunidad. #ParaSerFelices",60,"10/16/2024 17:15",N/A,https://www.facebook.com/reel/559420226501390/,1,0,Reels,,,,,Total,1097,1006,103,58,13,32,0,,,,2070,15232.655,7.823,0,0
563337373013068,100064720237286,"Alcaldía de Tuluá","Programa de Renta Jovén","Bienestar social cuenta con este programa, con el fin de construir tus sueños.

#ParaSerFelices",1285,"10/16/2024 07:59",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/563337373013068/,0,0,"En vivo",,,,,Total,,1632,67,57,1,9,,,,,2982,38188.027,14.687,0,
976288114538521,100064720237286,"Alcaldía de Tuluá","¡Es hora de sumergirse en la magia! ✨🎃🪄

La gestora social, Luz Elena Londoño, hace una invitación muy especial, este 26 de octubre, para disfrutar de un día lleno de alegría y sorpresas en el Coliseo de Ferias Manuel Victoria Rojas. 

Con inflables, dulces, disfraces, rifas y mucho más para que grandes y pequeños vivan una experiencia #ParaSerFelices ¡Te esperamos para celebrar juntos! 🙌🏼💙👻✨","¡Es hora de sumergirse en la magia! ✨🎃🪄

La gestora social, Luz Elena Londoño, hace una invitación muy especial, este 26 de octubre, para disfrutar de un día lleno de alegría y sorpresas en el Coliseo de Ferias Manuel Victoria Rojas. 

Con inflables, dulces, disfraces, rifas y mucho más para que grandes y pequeños vivan una experiencia #ParaSerFelices ¡Te esperamos para celebrar juntos! 🙌🏼💙👻✨",47,"10/15/2024 15:34",uploaded,https://www.facebook.com/reel/1220334749208196/,1,0,Reels,,,,,Total,3339,3136,366,233,41,92,0,,,,7689,65081.096,9.286,0,0
976142347886431,100064720237286,"Alcaldía de Tuluá","¡Jornada pedagógica sobre el uso responsable del espacio público! 🚶‍♂️🚗

Desde la Secretaría de Gobierno, Convivencia y Seguridad, en colaboración con el Departamento Administrativo de Movilidad y Seguridad Vial y la Policía Nacional, buscamos generar conciencia sobre cómo el cuidado de nuestros espacios comunes contribuye a una Tuluá más limpia, segura y ordenada. 💚✨

Seguimos fortaleciendo la convivencia y la cultura ciudadana en Tuluá. ¡Juntos estamos construyendo un mejor lugar #ParaSerFelices! 💪💙","¡Jornada pedagógica sobre el uso responsable del espacio público! 🚶‍♂️🚗

Desde la Secretaría de Gobierno, Convivencia y Seguridad, en colaboración con el Departamento Administrativo de Movilidad y Seguridad Vial y la Policía Nacional, buscamos generar conciencia sobre cómo el cuidado de nuestros espacios comunes contribuye a una Tuluá más limpia, segura y ordenada. 💚✨

Seguimos fortaleciendo la convivencia y la cultura ciudadana en Tuluá. ¡Juntos estamos construyendo un mejor lugar #ParaSerFelices! 💪💙",22,"10/15/2024 10:35",N/A,https://www.facebook.com/reel/3858072517852257/,0,0,Reels,,,,,Total,797,726,25,24,0,1,0,,,,853,5218.111,7.013,0,0
973698921464107,100064720237286,"Alcaldía de Tuluá","Conoce cuáles fueron las tres noticias más importantes de esta semana, en nuestro resumen “45 segundos #ParaSerFelices”✅🕢 #Noticias #Tuluá

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼","Conoce cuáles fueron las tres noticias más importantes de esta semana, en nuestro resumen “45 segundos #ParaSerFelices”✅🕢 #Noticias #Tuluá

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼",68,"10/12/2024 13:06",uploaded,https://www.facebook.com/reel/1613784462684437/,1,0,Reels,,,,,Total,1620,1483,84,65,6,13,0,,,,2770,20090.7,7.718,0,0
972744518226214,100064720237286,"Alcaldía de Tuluá","¡Conmemoración Día del Veterano!💙💪🏼🪖

Participamos del homenaje realizado por la Escuela de Policía Simón Bolívar, a nuestros veteranos de guerra, quienes han servido con honor y valentía a nuestra patria, 
Hoy más que nunca, los recordamos y agradecemos por su dedicación y sacrificio. ¡Su valentía es el legado que nos inspira a seguir adelante! ✅

#DíaDelVeterano #ParaSerFelices",,0,"10/11/2024 11:40",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0pY8k6GsYpaK1Juk41PN27VojTCKecCed8cxRQ19iHgPCW12oK28iBNjnw3cAomzml,0,0,Fotos,,,,,Total,5304,4935,58,42,7,9,618,565,53,,,,,,
563589216053743,100064720237286,"Alcaldía de Tuluá","Encuentros con el Alcalde","Bienvenidos a este espacio",2285,"10/11/2024 10:33",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/563589216053743/,0,0,"En vivo",,,,,Total,,2552,437,338,84,15,,,,,3788,134284.567,41.781,0,
971921758308490,100064720237286,"Alcaldía de Tuluá","¡Buenas noticias para más de 5,000 tulueños! 🙌🏼💙
Nuestro alcalde, Gustavo Vélez, envió mensajes y realizó llamadas directas 📲, informando a más de 5,000 personas sobre su beneficio de Renta Ciudadana y la Devolución del IVA.

Un paso más hacia el bienestar de nuestra comunidad. 💪🏼 #ParaSerFelices 💙","¡Buenas noticias para más de 5,000 tulueños! 🙌🏼💙
Nuestro alcalde, Gustavo Vélez, envió mensajes y realizó llamadas directas 📲, informando a más de 5,000 personas sobre su beneficio de Renta Ciudadana y la Devolución del IVA.

Un paso más hacia el bienestar de nuestra comunidad. 💪🏼 #ParaSerFelices 💙",78,"10/10/2024 11:57",uploaded,https://www.facebook.com/reel/1773364300150344/,1,0,Reels,,,,,Total,2200,2101,158,125,19,14,0,,,,4682,67874.766,15.918,0,0
970946448406021,100064720237286,"Alcaldía de Tuluá","¡Arranca la segunda fase de la Actualización Catastral! 🚨🏡 

Este proceso es clave para ajustar la información de nuestros predios y que todo refleje la realidad del territorio.
La Administración Municipal estará en los corregimientos, junto a las Juntas de Acción Comunal y la ciudadanía en general, para explicar cómo este cambio impacta directamente en tu comunidad.

¡Juntos mejoramos a Tuluá #ParaSerFelices! 💪💙 #ActualizaciónCatastral","¡Arranca la segunda fase de la Actualización Catastral! 🚨🏡 

Este proceso es clave para ajustar la información de nuestros predios y que todo refleje la realidad del territorio.
La Administración Municipal estará en los corregimientos, junto a las Juntas de Acción Comunal y la ciudadanía en general, para explicar cómo este cambio impacta directamente en tu comunidad.

¡Juntos mejoramos a Tuluá #ParaSerFelices! 💪💙 #ActualizaciónCatastral",84,"10/09/2024 08:07",uploaded,https://www.facebook.com/reel/1075720544085354/,0,0,Reels,,,,,Total,1605,1452,94,77,7,10,0,,,,2407,32057.091,14.492,0,0
970400041793995,100064720237286,"Alcaldía de Tuluá","¡Inician las obras en Tuluá!✅🚧

📅 Esta semana damos inicio a los trabajos de pavimentación en el sector del cruce de la Virgen, en la vía Aguaclara, con el objetivo de reestablecer el flujo vehicular y mejorar la movilidad en la zona.

👷🏽🚧 La Administración Municipal a través de la Secretaría de Hábitat e Infraestructura, en trabajo articulado con Infitulua , está llevando a cabo la restitución de la carpeta de pavimento rígido, una obra clave para optimizar la infraestructura vial del municipio.🛣️

Con estas acciones, seguimos avanzando en el fortalecimiento de nuestra red vial, mejorando la calidad de vida de los tulueños #ParaSerFelices 💙

Más información➡: https://tulua.gov.co/publicaciones/4942/inician-obras-de-pavimentacion-en-tulua/",,0,"10/08/2024 14:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02m315ArXUnSWYJvtcxJVxw8UaFrTXZP811PFb4zjk5MQG1NJTd2WDvNTW3f1cCk98l,0,0,Fotos,,,,,Total,6858,6623,99,74,8,17,729,619,110,,,,,,
970368831797116,100064720237286,"Alcaldía de Tuluá","¡Atención artistas tulueños!💪🏻🎶🎤

Participa de este espacio generado desde el Departamento Administrativo de Arte y Cultura con Caracol Televisión, donde podrás darte a conocer en el ámbito artístico y musical. 

Nos vemos este viernes, 11 de octubre, 2:00 p. m. en el Auditorio de la Casa de la Cultura. ¡Te esperamos #ParaSerFelices! 💙✌",,0,"10/08/2024 13:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0qicH7M6EudHJgXzvy6siu5ukNCFoVFzZ3h6RzdzsPX9dsuUJScxvAQUS9dnzX7Qfl,0,0,Fotos,,,,,Total,2957,2859,40,23,4,13,43,14,29,,,,,,
970256371808362,100064720237286,"Alcaldía de Tuluá","¡Atención jóvenes mayores de 18 años! 📣
La Armada de Colombia y la Administración Municipal, te invitan a incorporarte y prestar tu servicio militar. No dejes pasar esta oportunidad única. ¡Te esperamos este 24 de octubre en el Coliseo de Ferias Manuel Victoria Rojas!👏🏽
¡Te esperamos!✅🙌","¡Atención jóvenes mayores de 18 años! 📣
La Armada de Colombia y la Administración Municipal, te invitan a incorporarte y prestar tu servicio militar. No dejes pasar esta oportunidad única. ¡Te esperamos este 24 de octubre en el Coliseo de Ferias Manuel Victoria Rojas!👏🏽
¡Te esperamos!✅🙌",80,"10/08/2024 09:57",uploaded,https://www.facebook.com/reel/398524053304789/,0,0,Reels,,,,,Total,1059,971,56,37,6,13,0,,,,1694,9861.901,6.198,0,0
969627691871230,100064720237286,"Alcaldía de Tuluá","🌿💧 ¡Enamórate de tu río! 💧🌿

Este fin de semana, junto a los Equipos Básicos en Salud y el Plan de Intervenciones Colectivas del Hospital Rubén Cruz Vélez, nos unimos para realizar una jornada de limpieza del río y sus zonas verdes. 🌊🧹
Nuestro compromiso es mantener Tuluá libre de residuos y cuidar la salud de todos. 🌍❤️ Porque la belleza de nuestros espacios es clave para vivir bien.

¡Hagamos de nuestro municipio un lugar más limpio y saludable #ParaSerFelices! 💙 ✨",,0,"10/07/2024 14:11",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0K3o3zHy7dKjuUFF3DWhryUXqsU1fN3wkwHhUp1piUdwW8XnDMC1cmvNuip7tEhiKl,0,0,Fotos,,,,,Total,3907,3757,53,42,0,11,229,191,38,,,,,,
969456485221684,100064720237286,"Alcaldía de Tuluá","🌱 ¡Inicia la Siembra! 🌱
Desde la SEDAMA, damos inicio a la siembra responsable de 50 árboles en la Avenida Cali, utilizando el método de goteo para garantizar su crecimiento saludable.
Invitamos a toda nuestra comunidad tulueña a unirse a esta importante labor ambiental, aportando su apoyo y compromiso para cuidar y preservar nuestro entorno. Juntos hacemos de Tuluá un municipio más verde y sostenible #ParaSerFelices 💙🌳💧","🌱 ¡Inicia la Siembra! 🌱
Desde la SEDAMA, damos inicio a la siembra responsable de 50 árboles en la Avenida Cali, utilizando el método de goteo para garantizar su crecimiento saludable.
Invitamos a toda nuestra comunidad tulueña a unirse a esta importante labor ambiental, aportando su apoyo y compromiso para cuidar y preservar nuestro entorno. Juntos hacemos de Tuluá un municipio más verde y sostenible #ParaSerFelices 💙🌳💧",56,"10/07/2024 08:53",uploaded,https://www.facebook.com/reel/1169594154146041/,1,0,Reels,,,,,Total,1086,993,58,43,6,9,0,,,,1608,10830.306,7.234,0,0
968761631957836,100064720237286,"Alcaldía de Tuluá","Alcaldía de Tuluá actualizó su foto de portada.",,0,"10/06/2024 11:52",N/A,https://www.facebook.com/photo.php?fbid=968761631957836&set=a.404265015074170&type=3,0,0,Fotos,,,,,Total,148,136,31,29,0,2,3,3,,,,,,,
968699961964003,100064720237286,"Alcaldía de Tuluá","¡Hora de aventurarse en el Mundo de la Fantasía!✨🔹🪄

Prepárate para un día mágico, lleno de diversión para todos, con dulces, inflables, disfraces, rifas y muchas sorpresas más. Este 26 de octubre en el Coliseo de Ferias Manuel Victoria Rojas. 

Ven y vive un Halloween único 🎃🪄👻 ¡Te esperamos #ParaSerFelices! 🙌🏼💙",,0,"10/06/2024 10:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0ZagJUV1gnLQXoyW4x9vnZXXumUoxMBxUzMMYWJUGPBjR5zwzkr5Q7suTsSrd55F4l,0,0,Fotos,,,,,Total,9332,9110,217,152,6,59,308,143,165,,,,,,
968072548693411,100064720237286,"Alcaldía de Tuluá","Conoce cuáles fueron las tres noticias más importantes dela primera semana de octubre, en nuestro resumen “45 segundos #ParaSerFelices”✅🕢 #Noticias #Tuluá 

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼","Conoce cuáles fueron las tres noticias más importantes dela primera semana de octubre, en nuestro resumen “45 segundos #ParaSerFelices”✅🕢 #Noticias #Tuluá 

#Tuluá #Noticias #AlcaldíadeTuluá 💙💪🏼",57,"10/05/2024 15:24",uploaded,https://www.facebook.com/reel/8060014744105187/,1,0,Reels,,,,,Total,1321,1221,107,78,19,10,0,,,,2537,14881.689,6.265,0,0
968034688697197,100064720237286,"Alcaldía de Tuluá","¡La Ruta de la felicidad continúa en el barrio Farfán!🙌🏼✅

Impactando aproximadamente 200 personas, llegamos con la Jornada
descentralizada al barrio Farfán con toda la oferta institucional y una vez más logramos estar más cerca de los tulueños con nuestros servicios y los Equipos Básicos en Salud.🏥🩺 

Continuamos generando espacios #ParaSerFelices 💙💪🏼",,0,"10/05/2024 13:53",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0vAfxgFXgeZUNQiX2DMWCpWs799LY3BTzqYyCDyUP6T6nkUyifAMs2UYqU2no3464l,0,0,Fotos,,,,,Total,4360,4360,69,54,1,14,444,397,47,,,,,,
967323348768331,100064720237286,"Alcaldía de Tuluá","¡Juntos por el Lago Chilicote! 🌿💧
Desde la SEDAMA realizamos la jornada para limpiar y proteger nuestro humedal Lago Chilicote, vital para la biodiversidad de flora y fauna de nuestro municipio.

¡Cuidar el medio ambiente es tarea de todos! 🌍✨ #ParaSerFelices #LagoChilicote","¡Juntos por el Lago Chilicote! 🌿💧
Desde la SEDAMA realizamos la jornada para limpiar y proteger nuestro humedal Lago Chilicote, vital para la biodiversidad de flora y fauna de nuestro municipio.

¡Cuidar el medio ambiente es tarea de todos! 🌍✨ #ParaSerFelices #LagoChilicote",38,"10/04/2024 15:02",uploaded,https://www.facebook.com/reel/26876075072040172/,0,0,Reels,,,,,Total,1552,1466,75,59,4,12,0,,,,2418,14215.956,6.207,0,0
1060754785450719,100064720237286,"Alcaldía de Tuluá","¡Encuentros con el Alcalde!","Bienvenidos a este espacio de diálogo con nuestra comunidad donde nuestro alcalde @[100050197852350:2048:Gustavo Vélez], nos cuenta las noticias más relevantes de la semana. ¡Gracias por unirte!🙌

#ParaSerFelices",2453,"10/04/2024 10:40",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1060754785450719/,0,0,"En vivo",,,,,Total,,3968,321,227,73,21,,,,,4702,160517.557,39.342,0,
967049538795712,100064720237286,"Alcaldía de Tuluá","¡En Tuluá estamos transformando nuestros espacios! 🌿✨

Gracias al trabajo articulado entre la Secretaría de Hábitat e Infraestructura con Infituluá, estamos realizando trabajos de adecuación, pintura, renovación de la cancha, embellecimiento de zonas verdes del barrio San Pedro Claver.

Queremos ofrecerle a nuestras familias tulueñas un entorno más seguro, bonito y digno. 💪🏼🏡 Juntos estamos haciendo de Tuluá un mejor lugar #ParaSerFelices 🙌🏼","¡En Tuluá estamos transformando nuestros espacios! 🌿✨

Gracias al trabajo articulado entre la Secretaría de Hábitat e Infraestructura con Infituluá, estamos realizando trabajos de adecuación, pintura, renovación de la cancha, embellecimiento de zonas verdes del barrio San Pedro Claver.

Queremos ofrecerle a nuestras familias tulueñas un entorno más seguro, bonito y digno. 💪🏼🏡 Juntos estamos haciendo de Tuluá un mejor lugar #ParaSerFelices 🙌🏼",75,"10/04/2024 06:35",uploaded,https://www.facebook.com/reel/896599978523627/,1,0,Reels,,,,,Total,1465,1384,83,64,5,14,0,,,,2703,30409.494,12.115,0,0
966538575513475,100064720237286,"Alcaldía de Tuluá","¡Empoderando la Voz del Líder!✅💪🏼

Así vivimos este gran espacio creado para la comunidad tulueña, líderes, activistas y periodistas que participaron de este taller de comunicación y liderazgo brindado por Jorge Adrián Orozco, periodista tulueño de NTN24, donde compartimos y dialogamos sobre diferentes temas para el fortalecimiento del discurso y la interacción con los líderes sociales y sus territorios. 📣 #ParaSerFelices💙",,0,"10/03/2024 15:33",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid029dk4VjPpLxqvFJLjexrktiS7sAHeu36s6HauAicXSxwuUZ6aHyQEqPzGtHZ5oA3xl,0,0,Fotos,,,,,Total,4329,4157,53,42,3,8,256,213,43,,,,,,
965758135591519,100064720237286,"Alcaldía de Tuluá","Algo estamos tramando... 🎃🧛‍♀️🪄",,0,"10/02/2024 16:34",N/A,https://www.facebook.com/photo.php?fbid=965758135591519&set=a.404265015074170&type=3,0,0,Fotos,,,,,Total,49,48,31,28,0,3,0,,,,,,,,
965523378948328,100064720237286,"Alcaldía de Tuluá","¡Los tulueños aprovecharon el 90% de descuento en el Papayazo Tributario!🙌🏼✅

Durante el mes de septiembre, más de 3000 ciudadanos realizaron su pago con el 90% del descuento en sanciones e intereses de mora y obtuvieron un gran ahorro en el aporte a sus impuestos. Contribuyendo al desarrollo y progreso de nuestro municipio. #ParaSerFelices 💙","¡Los tulueños aprovecharon el 90% de descuento en el Papayazo Tributario!🙌🏼✅

Durante el mes de septiembre, más de 3000 ciudadanos realizaron su pago con el 90% del descuento en sanciones e intereses de mora y obtuvieron un gran ahorro en el aporte a sus impuestos. Contribuyendo al desarrollo y progreso de nuestro municipio. #ParaSerFelices 💙",86,"10/02/2024 09:04",uploaded,https://www.facebook.com/reel/1037934421157960/,0,0,Reels,,,,,Total,1338,1234,90,64,17,9,0,,,,2389,17280.514,7.656,0,0
