"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)"
1126026416231356,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Ni la lluvia opacó la alegría de más de 1500 niños en Tuluá.

La alegría fue la protagonista en Tuluá durante la celebración del Día del Niño, donde más de 1.500 pequeños, acompañados de sus familias, participaron en una jornada llena de juegos y diversión. Ni la lluvia logró empañar este evento, que fue organizado por la Administración Municipal en el marco de la estrategia ""Brújula"". 

Lee la noticia completa: ⬇⬇⬇
",,0,"04/28/2025 10:23",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid04VCjQpZB4JMJP1azBYtnx3iRvHkA43xJZ4XdvME5NBySwRSvMGgYPzC7azikQbEyl,0,0,Enlaces,,,,,Total,2725,1959,46,38,1,7,52,,23,29,,,,,
1151175230383141,100064720237286,"Alcaldía de Tuluá","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅",78,"05/31/2025 16:10",uploaded,https://www.facebook.com/reel/1357477342145161/,1,0,Reels,,,,,Total,3610,1820,119,94,5,20,73,,73,,43683.873,13.261,0,0,
1150943927072938,100064720237286,"Alcaldía de Tuluá","#Educación | Tuluá realizó con éxito la primera Mesa Pública del Programa de Alimentación Escolar.

Durante el encuentro, la Secretaría de Educación expuso los avances y acciones realizadas en materia de inspección, control y vigilancia del PAE, destacando las visitas periódicas a las instituciones educativas y la atención oportuna a las quejas ciudadanas, en un esfuerzo constante por garantizar la transparencia y el buen uso de los recursos públicos.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"05/31/2025 08:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02NMVmNiLSvbaF1Kcx3Wresk1P5CL3p1yCTMawdWxatSoEU1wZocX3UAAEmH3f4qfal,0,0,Enlaces,,,,,Total,1837,1236,36,31,0,5,17,,9,8,,,,,
1150905053743492,100064720237286,"Alcaldía de Tuluá","🍎 ¡Tuluá realizó con éxito la primera Mesa Pública del PAE! 🗣️📚

Escuchamos a la comunidad, estuvimos con padres de familia, estudiantes, docentes, y con la asistencia de las autoridades competentes, compartimos avances y reafirmamos nuestro compromiso con la alimentación y el bienestar de nuestros estudiantes 💙.

¡Seguimos trabajando con transparencia y amor por la educación! 👧👦✨#ParaSerFelices","🍎 ¡Tuluá realizó con éxito la primera Mesa Pública del PAE! 🗣️📚

Escuchamos a la comunidad, estuvimos con padres de familia, estudiantes, docentes, y con la asistencia de las autoridades competentes, compartimos avances y reafirmamos nuestro compromiso con la alimentación y el bienestar de nuestros estudiantes 💙.

¡Seguimos trabajando con transparencia y amor por la educación! 👧👦✨#ParaSerFelices",63,"05/31/2025 07:55",N/A,https://www.facebook.com/reel/1334254617661700/,1,0,Reels,,,,,Total,3310,1448,260,163,4,93,22,,22,,23034.412,7.471,0,0,
1150408767126454,100064720237286,"Alcaldía de Tuluá","🎉 ¡Celebramos 200 años de historia, tradición y pujanza! 🇨🇴💙

Hoy conmemoramos nuestro Bicentenario, honrando a una tierra construida con el esfuerzo y la resiliencia de su gente 💪.

Agradecemos a la Gobernadora Dilian Francisca Toro, al Concejo Municipal, representantes a la cámara, diputados, concejales y demás asistentes por acompañarnos en esta fecha tan especial 🙌.

📸 Desliza y revive esta celebración inolvidable. 🎊 #ParaSerFelices 💙 Concejo Municipal Tuluá",,0,"05/30/2025 18:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid04umvYRNTwdt6tkVf6AEYqqn9VWvcXYHri83pGDs6Y5Kw64bXeGQMF11hEDFv6cnLl,0,0,Fotos,,,,,Total,5141,3145,84,58,20,6,460,321,139,,,,,,
1150291103804887,100064720237286,"Alcaldía de Tuluá",,,0,"05/30/2025 13:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02vPNweVtQM5cqQ1EumXZFXhkDQ564XUht3RJfutC4Mhwi6hsx5ezME84qeS7CY7xYl,0,1,Fotos,,,,,Total,1999,1243,46,36,5,5,95,69,26,,,,,,
1150175747149756,100064720237286,"Alcaldía de Tuluá","#Noticias | Alcaldía de Tuluá levanta medidas restrictivas adoptadas durante jornadas de movilización.

Tras la culminación de las jornadas de movilización social llevadas a cabo los días 28 y 29 de mayo de 2025, se realizó una evaluación general en el Puesto de Mando Unificado (PMU), en la cual se presentó un balance positivo del comportamiento ciudadano y del desarrollo de las actividades durante dichos días.

Lee la noticia completa:⬇⬇⬇
",,0,"05/30/2025 10:35",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0SSvM4Y2edepdkyCf93XWUxyTuZrDQsHCKvRcCvPhHN6fbmJ3GUwfRdUVh9UVw1e3l,0,0,Enlaces,,,,,Total,4938,2896,52,40,3,9,252,,45,207,,,,,
1150048180495846,100064720237286,"Alcaldía de Tuluá","🎉 ¡Tuluá celebra 200 años de historia, cultura y progreso! 🏞️

Hoy honramos el legado de nuestro municipio, el Corazón del Valle 💙, que late con fuerza gracias a su comunidad, su tradición y su visión de futuro.

🚶‍♀️🚶‍♂️ Desde sus raíces hasta el presente, Tuluá ha sido testigo de grandes transformaciones y sigue siendo tierra de oportunidades, alegría y esperanza. #ParaSerFelices 💪🏼💙

🎂 ¡Feliz Bicentenario, Tuluá! 💚❤️🤍 #Bicentenario #200años #Tuluá","🎉 ¡Tuluá celebra 200 años de historia, cultura y progreso! 🏞️

Hoy honramos el legado de nuestro municipio, el Corazón del Valle 💙, que late con fuerza gracias a su comunidad, su tradición y su visión de futuro.

🚶‍♀️🚶‍♂️ Desde sus raíces hasta el presente, Tuluá ha sido testigo de grandes transformaciones y sigue siendo tierra de oportunidades, alegría y esperanza. #ParaSerFelices 💪🏼💙

🎂 ¡Feliz Bicentenario, Tuluá! 💚❤️🤍 #Bicentenario #200años #Tuluá",29,"05/30/2025 07:03",uploaded,https://www.facebook.com/reel/1397169488102142/,1,0,Reels,,,,,Total,4855,2976,215,156,10,49,44,,44,,28243.075,6.598,0,0,
1149524000548264,100064720237286,"Alcaldía de Tuluá","🛑 ¡Conoce cómo funciona nuestra nueva demarcación vial en la Sarmiento! 🛵

Hemos implementado esta señalización en la zona céntrica para mejorar la movilidad en este sector de Tuluá ✅
🚗 No estaciones tus vehículo allí ❌
🛵 Es una zona exclusiva para el tránsito de motocicletas.

💬 Te invitamos a sumarte con respeto y compromiso. ¡Entre todos hacemos de Tuluá una ciudad más ordenada y segura! #ParaSerFelices 💙","🛑 ¡Conoce cómo funciona nuestra nueva demarcación vial en la Sarmiento! 🛵

Hemos implementado esta señalización en la zona céntrica para mejorar la movilidad en este sector de Tuluá ✅
🚗 No estaciones tus vehículo allí ❌
🛵 Es una zona exclusiva para el tránsito de motocicletas.

💬 Te invitamos a sumarte con respeto y compromiso. ¡Entre todos hacemos de Tuluá una ciudad más ordenada y segura! #ParaSerFelices 💙",46,"05/29/2025 14:23",auto,https://www.facebook.com/reel/1032520648553611/,1,0,Reels,,,,,Total,12188,6532,433,297,47,89,628,,628,,199693,18.478,0,0,
1149473777219953,100064720237286,"Alcaldía de Tuluá","#Obras | Desmonte de Puente Peatonal da inicio a construcción de Intercambiador de la 40.

Con el desmonte del puente, la Administración Municipal de Tuluá marca el inicio de una intervención que no solo mejorará la movilidad, sino que también conectará con la futura ruta turística hacia el Picacho, fortaleciendo así la vocación turística del municipio.

 Lee la noticia completa: ⬇⬇⬇",,0,"05/29/2025 12:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0hgyas8cFnSMZvueZa4ve7qKQGMbCueFXPkg4ZAE9xoepiS5ExZrKbK4hvrkuGvNql,0,0,Enlaces,,,,,Total,1892,1191,32,23,0,9,44,,9,35,,,,,
1149409177226413,100064720237286,"Alcaldía de Tuluá","🚧 ¡Arrancamos el Intercambiador de la 40! 👷‍♂️💥

Desmontamos el puente peatonal para darle paso al Intercambiador de la 40 🛣️, una megaobra que transformará la movilidad de Tuluá y abrirá camino hacia nuestra futura ruta turística al Picacho ⛰️✨🔧 ¡#ParaSerFelices","🚧 ¡Arrancamos el Intercambiador de la 40! 👷‍♂️💥

Desmontamos el puente peatonal para darle paso al Intercambiador de la 40 🛣️, una megaobra que transformará la movilidad de Tuluá y abrirá camino hacia nuestra futura ruta turística al Picacho ⛰️✨🔧 ¡#ParaSerFelices",62,"05/29/2025 11:01",N/A,https://www.facebook.com/reel/677263668626017/,1,0,Reels,,,,,Total,11596,5902,502,360,28,114,490,,490,,163905.573,16.237,0,0,
1149385570562107,100064720237286,"Alcaldía de Tuluá","👶✨ ¡Muy pronto tendremos el Centro de Desarrollo Infantil Mar de Ideas!
Donde vamos a transformar vidas, creando sonrisas. 📚🍎🎨
Espacios donde nuestra infancia será feliz. 💙
#ParaSerFelices","👶✨ ¡Muy pronto tendremos el Centro de Desarrollo Infantil Mar de Ideas!
Donde vamos a transformar vidas, creando sonrisas. 📚🍎🎨
Espacios donde nuestra infancia será feliz. 💙
#ParaSerFelices",38,"05/29/2025 10:19",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1012588251038507/,0,0,Videos,,,,,Total,3474,2946,159,116,10,33,119,,119,,28660.139,9.209,0,0,0
1148840360616628,100064720237286,"Alcaldía de Tuluá","‼️🚨*Cierre de carrera 40 por inicio de obras del intercambiador de la 40, este jueves, 29 de mayo**➡️La Alcaldía de Tuluá informa a la ciudadanía que, debido al inicio de la *construcción del Intercambiador Vial de la Carrera 40* , se realizará un cierre temporal como parte de la primera fase de esta importante obra de infraestructura desde las 8 de la mañana hasta las 12 del mediodía.✅💪🏼","‼️🚨*Cierre de carrera 40 por inicio de obras del intercambiador de la 40, este jueves, 29 de mayo**➡️La Alcaldía de Tuluá informa a la ciudadanía que, debido al inicio de la *construcción del Intercambiador Vial de la Carrera 40* , se realizará un cierre temporal como parte de la primera fase de esta importante obra de infraestructura desde las 8 de la mañana hasta las 12 del mediodía.✅💪🏼",56,"05/28/2025 17:38",N/A,https://www.facebook.com/reel/1020426440202088/,0,0,Reels,,,,,Total,11304,7325,279,209,16,54,373,,373,,191869.788,19.291,0,0,
1148830737284257,100064720237286,"Alcaldía de Tuluá","👶✨ ¡Así construimos futuro en Tuluá!

Te presentamos el CDI Mar de Ideas, una obra con el sello del alcalde Gustavo Adolfo Vélez Román, que transformará la vida de 400 a 500 niños. 📚🍎🎨 Educación, nutrición y cuidado con amor desde la primera infancia 💫
#ParaSerFelices","👶✨ ¡Así construimos futuro en Tuluá!

Te presentamos el CDI Mar de Ideas, una obra con el sello del alcalde Gustavo Adolfo Vélez Román, que transformará la vida de 400 a 500 niños. 📚🍎🎨 Educación, nutrición y cuidado con amor desde la primera infancia 💫
#ParaSerFelices",39,"05/28/2025 17:17",uploaded,https://www.facebook.com/reel/688825214109022/,1,0,Reels,,,,,Total,3070,2046,114,82,8,24,150,,150,,23885.507,8.679,0,0,
1148811943952803,100064720237286,"Alcaldía de Tuluá","#Noticias | Cierre de la carrera 40 por inicio de obras del intercambiador de la 40.

El cierre se llevará a cabo el día jueves, 29 de mayo, entre las 8:00 de la mañana y las 12:00 del mediodía , y comprenderá el tramo de la carrera 40 entre las calles 36 y 43 (frente al Parque de la Familia). Esto con el fin de permitir las labores de demolición y desmonte del puente peatonal, trabajos que requieren el uso de maquinaria especializada.

Lee la noticia completa:⬇⬇⬇
",,0,"05/28/2025 16:33",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid027qVBx9L5CFV63aeB6uV3b4gbGSSrkQfSs6BFdnHmKA95zU9TPpyS9RiaYNNhF11jl,0,0,Enlaces,,,,,Total,2116,1418,21,15,1,5,38,,11,27,,,,,
1148774883956509,100064720237286,"Alcaldía de Tuluá","#Noticias | Manifestación en Tuluá transcurrió con tranquilidad.

El acompañamiento institucional durante todo el recorrido, así como el trabajo articulado entre las autoridades, permitió garantizar un ambiente de seguridad y convivencia tanto para quienes participaron de la marcha como para la ciudadanía en general.

Lee la noticia completa:⬇⬇⬇
",,0,"05/28/2025 15:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02a7x6XBg6JpYieMc5SeAZi3yvs4bj8P5oTmuGnmPQaA4VHKVJdEm8mZsLf7agxz7ol,0,0,Enlaces,,,,,Total,2369,1615,36,27,7,2,74,,38,36,,,,,
1148774057289925,100064720237286,"Alcaldía de Tuluá","#Turismo | Tuluá se fortalece como destino turístico con proyectos de alto impacto.

Con el fin de dar inicio a la primera fase de dos importantes proyectos turísticos para Tuluá, el alcalde Gustavo Adolfo Vélez Román , en compañía de la Secretaría de Turismo del Valle del Cauca , realizó una visita técnica a los sectores donde se ejecutarán las obras de la Cruz del Picacho y el Lago Chillicote. 

Lee la noticia completa: ⬇⬇⬇
",,0,"05/28/2025 15:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RpzQ7rioCTQYsTkvasyssKWYvi1p2K3PU3VgjBHfJyCDFRVfYmzsr3yYqvbMU5B4l,0,0,Enlaces,,,,,Total,4127,2800,83,65,11,7,167,,56,111,,,,,
1148734363960561,100064720237286,"Alcaldía de Tuluá","Primer paso para iniciar proyectos de Cruz del Picacho y Lago Chilicote✅ 🌟

En un encuentro estratégico con la Secretaría de Turismo del Valle del Cauca, el alcalde @gustavovelezr realizó una Mesa Técnica para iniciar con la construcción de los proyectos que posicionarán a Tuluá como un destino competitivo, atractivo y lleno de identidad. 🏞️📈

Estamos trabajando con planificación, para impulsar la economía local con obras que proyectan al municipio como referente turístico con La Cruz del Picacho y la renovación del Lago Chilicote. #ParaSerFelices 💪🏼💙","Primer paso para iniciar proyectos de Cruz del Picacho y Lago Chilicote✅ 🌟

En un encuentro estratégico con la Secretaría de Turismo del Valle del Cauca, el alcalde @gustavovelezr realizó una Mesa Técnica para iniciar con la construcción de los proyectos que posicionarán a Tuluá como un destino competitivo, atractivo y lleno de identidad. 🏞️📈

Estamos trabajando con planificación, para impulsar la economía local con obras que proyectan al municipio como referente turístico con La Cruz del Picacho y la renovación del Lago Chilicote. #ParaSerFelices 💪🏼💙",61,"05/28/2025 13:29",N/A,https://www.facebook.com/reel/1010730291255905/,1,0,Reels,,,,,Total,9823,4399,569,380,52,137,383,,383,,132171.128,15.271,0,0,
1148570120643652,100064720237286,"Alcaldía de Tuluá","🗳️ ¿Sabías que tú también puedes ser parte del cambio?
🔥 El Consejo Municipal de Juventudes es el espacio para que los jóvenes alcen su voz, propongan y construyan la ciudad que soñamos 💡🏙️
⠀📣 Si tienes entre 14 y 28 años... ¡Participa como candidato o vota! Porque la democracia también es para los jóvenes. 💪
⠀
👀 Infórmate, involúcrate y marca la diferencia. ¡Tu voz cuenta! #ParaSerFelices 💙✅","🗳️ ¿Sabías que tú también puedes ser parte del cambio?
🔥 El Consejo Municipal de Juventudes es el espacio para que los jóvenes alcen su voz, propongan y construyan la ciudad que soñamos 💡🏙️
⠀📣 Si tienes entre 14 y 28 años... ¡Participa como candidato o vota! Porque la democracia también es para los jóvenes. 💪
⠀
👀 Infórmate, involúcrate y marca la diferencia. ¡Tu voz cuenta! #ParaSerFelices 💙✅",37,"05/28/2025 08:32",N/A,https://www.facebook.com/reel/1446226286729525/,1,0,Reels,,,,,Total,1436,1154,25,15,1,9,13,,13,,5609.227,4.207,0,0,
1148089550691709,100064720237286,"Alcaldía de Tuluá","🎨 ¿Eres artista, gestor cultural o amante del arte?
Entonces esto es para ti 👇

📢 Conoce en qué consiste la Política Pública de Arte y Cultura 2025, a quién va dirigida y por qué es clave que alces tu voz para construir una cultura transformadora 🙌 💡 Tu opinión, tu experiencia y tu talento pueden marcar la diferencia.
🎭 ¡La cultura en Tuluá la hacemos entre todos! 👉 Desliza y entérate de todo #ParaSerFelices",,0,"05/27/2025 17:41",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RhnLrUufvjgPHNiB1BLjAnBeb4kTwZfnffjtziz7eUifCdmVG2cWiGh9FexWsseDl,0,0,Fotos,,,,,Total,2306,1686,20,15,1,4,40,24,16,,,,,,
1148062884027709,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Feria de empleabilidad abrió oportunidades a personas con discapacidad.

Durante la feria se ofrecieron vacantes laborales, asesorías personalizadas, orientación sobre inclusión laboral y acceso a programas de formación, todo ello gracias a la participación activa de empresas e instituciones aliadas que creen en la equidad, la diversidad y la inclusión como ejes fundamentales del desarrollo.

Lee la noticia completa:⬇️⬇️⬇️
 ",,0,"05/27/2025 16:48",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02cuFfVHn7fgECAAEo6svvgMGthcBcsjPeFwGzu9NJpXso9Lq4n6WWtynHbYMFsNGal,0,0,Enlaces,,,,,Total,2397,1990,37,26,1,10,55,,24,31,,,,,
1148062080694456,100064720237286,"Alcaldía de Tuluá","#Cultura | FestiArte: la cultura se toma Tuluá.

Con diferentes muestras artísticas  la Administración Municipal, a través del Departamento de Arte y Cultura, realizó con éxito la primera edición de FestiArte, una estrategia que lleva el arte y la cultura directamente a la comunidad tulueña

Lee la noticia completa:⬇️⬇️⬇️
",,0,"05/27/2025 16:46",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02maPG4yqpfgJcruwanFn8ejPKAGU1GwUyHfmnV5JNjECkFjy8FMtATEVLUCpFhpYxl,0,0,Enlaces,,,,,Total,1746,1422,16,14,0,2,9,,4,5,,,,,
1148041784029819,100064720237286,"Alcaldía de Tuluá","#Movilidad | 2.000 metros de señalización vial en la calle 22.

Como parte de estos avances, se realizó la aplicación de la técnica del topping, una solución que mejora significativamente la superficie de la vía, facilitando el tránsito vehicular y peatonal. Además, y se viene adelantando la señalización horizontal de 2.000 metros lineales y 450 metros cuadrados, lo que contribuirá a una mayor organización y visibilidad en la vía.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/27/2025 16:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02xTBYapqAmgTizNFok1t4tiJ91uetSsbMHyuZR7x2YxknddvR22NeFrAZeTpxqqEjl,0,0,Enlaces,,,,,Total,1674,1456,28,19,0,9,6,,4,2,,,,,
1148034627363868,100064720237286,"Alcaldía de Tuluá","Tuluá volvió a creer. Parte 3. 💙💪🏼","Tuluá volvió a creer. Parte 3. 💙💪🏼

En este tercer bloque, seguimos mostrando cómo el alcalde Gustavo Adolfo Vélez Román, transforma vidas con acciones reales 💪

📍Más inclusión
📍Más atención a la comunidad
📍Más oportunidades #ParaSerFelices 🫶

Cada historia, cada rostro, cada logro... es una muestra de que en Tuluá, lo social sí importa. 💙",131,"05/27/2025 15:53",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/1505584467089191/,0,0,Videos,,,,,Total,1751,1505,42,32,1,9,19,,19,,7525.612,4.608,0,0,0
1147970197370311,100064720237286,"Alcaldía de Tuluá","🎉 ¡Inició FestiArte en el Parque Lineal Céspedes! 🎨🎶

Música, danza, literatura y mucho talento se tomaron este espacio lleno de cultura y alegría. Desde el Departamento de Arte y Cultura, celebramos la primera edición de FestiArte, una vitrina para mostrar los procesos formativos y el arte de nuestros talentosos tulueños. 💃📚🎭
Con la asistencia de más de 50 personas, vivimos una jornada llena de expresión, talento y orgullo local.
✨ ¡Así celebramos la cultura en Tuluá!","🎉 ¡Inició FestiArte en el Parque Lineal Céspedes! 🎨🎶

Música, danza, literatura y mucho talento se tomaron este espacio lleno de cultura y alegría. Desde el Departamento de Arte y Cultura, celebramos la primera edición de FestiArte, una vitrina para mostrar los procesos formativos y el arte de nuestros talentosos tulueños. 💃📚🎭
Con la asistencia de más de 50 personas, vivimos una jornada llena de expresión, talento y orgullo local.
✨ ¡Así celebramos la cultura en Tuluá!",54,"05/27/2025 13:52",N/A,https://www.facebook.com/reel/1611451142822556/,1,0,Reels,,,,,Total,2568,1728,80,56,8,16,40,,40,,14670.222,6.029,0,0,
1147778094056188,100064720237286,"Alcaldía de Tuluá","🐾💉 ¡Bienestar animal llegó a Piedritas!

Visitamos la vereda Cocorná y atendimos con vacunación 🐶🐱 y vitaminización.🐴🐄 ¡80 mascotas protegidas y 30 animales fortalecidos! 💪🌾
¡Seguimos llevando salud a cada rincón rural! 🚜 #ParaSerFelices 💙","🐾💉 ¡Bienestar animal llegó a Piedritas!

Visitamos la vereda Cocorná y atendimos con vacunación 🐶🐱 y vitaminización.🐴🐄 ¡80 mascotas protegidas y 30 animales fortalecidos! 💪🌾
¡Seguimos llevando salud a cada rincón rural! 🚜 #ParaSerFelices 💙",36,"05/27/2025 08:37",N/A,https://www.facebook.com/reel/704500139190003/,1,0,Reels,,,,,Total,1506,1048,34,23,3,8,4,,4,,4103.258,2.859,0,0,
1147289100771754,100064720237286,"Alcaldía de Tuluá","#SEDAMA | Bienestar animal llegó a Vereda Piedritas con vacunación y vitaminización.

Durante la actividad se aplicaron 80 vacunas antirrábicas a perros y gatos, y se realizó la vitaminización de 30 bovinos y equinos, garantizando así la protección y el cuidado de los animales en esta zona rural del municipio.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"05/26/2025 17:09",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid024cxNgkbuhho9TSACNHor3Tf5G91UPVEKx3PszSsAkC9KJM9YXwovnbCB8jkBcu7Fl,0,0,Enlaces,,,,,Total,1620,1661,46,37,1,8,40,,7,33,,,,,
1147266874107310,100064720237286,"Alcaldía de Tuluá","💥 Con 2.000 metros lineales de señalización mejoramos la movilidad en Tuluá 🚗💨
Ya iniciamos la señalización de la Calle 22, dejándola en perfectas condiciones para los tulueños 🙌
Con esta obra seguimos comprometidos con menos accidentes y más seguridad vial #ParaSerFelices 🛑💪🏼","💥 Con 2.000 metros lineales de señalización mejoramos la movilidad en Tuluá 🚗💨
Ya iniciamos la señalización de la Calle 22, dejándola en perfectas condiciones para los tulueños 🙌
Con esta obra seguimos comprometidos con menos accidentes y más seguridad vial #ParaSerFelices 🛑💪🏼",35,"05/26/2025 16:12",uploaded,https://www.facebook.com/reel/2799256723796579/,1,0,Reels,,,,,Total,3164,2405,76,53,14,9,101,,101,,29765.081,10.473,0,0,
1147201060780558,100064720237286,"Alcaldía de Tuluá","¡Una feria sin barreras!♿💃

✨ Por primera vez en la edición No. 67 de la Feria de Tuluá se llena de inclusión con la “Pasarela Sin Barreras” 👗
Un desfile donde el arte, la alegría y la diversidad caminan juntos, demostrando que cuando se abre el corazón, los límites no existen 💖🌈
 
📅 Sábado, 21 de junio 
📍Pueblito artesanal

¡Te esperamos! @tuluaferia","¡Una feria sin barreras!♿💃

✨ Por primera vez en la edición No. 67 de la Feria de Tuluá se llena de inclusión con la “Pasarela Sin Barreras” 👗
Un desfile donde el arte, la alegría y la diversidad caminan juntos, demostrando que cuando se abre el corazón, los límites no existen 💖🌈
 
📅 Sábado, 21 de junio 
📍Pueblito artesanal

¡Te esperamos! @tuluaferia",51,"05/26/2025 13:35",N/A,https://www.facebook.com/reel/9886969618065874/,1,0,Reels,,,,,Total,6127,4165,226,181,12,33,156,,156,,49775.606,8.662,0,0,
1147078000792864,100064720237286,"Alcaldía de Tuluá","#Educación | Secretaría de Educación continúa supervisión del PAE.

Durante el encuentro, el secretario de Educación, Robert Posada Rosero, se reunió con las 160 manipuladoras de alimentos del programa, con quienes se revisaron aspectos clave como minutas, raciones, cobertura y las nuevas directrices del Ministerio de Educación Nacional.

Lee la noticia completa: ⬇⬇⬇
",,0,"05/26/2025 09:41",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02PDQVKLFTBzNdADLk69txDmgPJGf8xLgTqACCeagwKErseuDgfH2okuEyYCn7sbYol,0,0,Enlaces,,,,,Total,1852,1917,75,62,2,11,50,,15,35,,,,,
1147037490796915,100064720237286,"Alcaldía de Tuluá","#Educación | Administración Municipal de Tuluá garantiza derecho a la protesta y protege la educación.

La Administración Municipal de Tuluá reitera su respeto y garantía al derecho constitucional a la manifestación pacífica, especialmente en el marco de las movilizaciones convocadas por los gremios sindicalistas, como la prevista para el próximo 28 y 29 de mayo de 2025. 

Lee la noticia completa: ⬇⬇⬇
",,0,"05/26/2025 08:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0wfkaojm612ozd1T8KYNRUmFYCEgrmpiwPEfUidW9BfJf7NNNgijWPNLPEWn8fajEl,0,0,Enlaces,,,,,Total,3171,3428,104,83,5,16,292,,93,199,,,,,
1147036827463648,100064720237286,"Alcaldía de Tuluá","💙 En el 2024, Tuluá volvió a creer. Parte 2.

En el deporte como herramienta de transformación 🏀💪, en la salud como motor de bienestar 🏥✨ y en la educación como base de nuestro futuro 📚🎓. Impulsamos el Programa de Alimentación Escolar, rutas y dotación para nuestras instituciones educativas, mientras fortalecemos el acceso al deporte y la actividad física como camino hacia la salud y la convivencia.

Porque en Tuluá, el desarrollo social se vive en las aulas, en las canchas y en cada rincón donde hay una oportunidad para crecer. 🌟🙌
#ParaSerFelices","💙 En el 2024, Tuluá volvió a creer. Parte 2.

En el deporte como herramienta de transformación 🏀💪, en la salud como motor de bienestar 🏥✨ y en la educación como base de nuestro futuro 📚🎓. Impulsamos el Programa de Alimentación Escolar, rutas y dotación para nuestras instituciones educativas, mientras fortalecemos el acceso al deporte y la actividad física como camino hacia la salud y la convivencia.

Porque en Tuluá, el desarrollo social se vive en las aulas, en las canchas y en cada rincón donde hay una oportunidad para crecer. 🌟🙌
#ParaSerFelices",113,"05/26/2025 08:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/4917531775138805/,0,0,Videos,,,,,Total,1631,1543,54,41,1,12,8,,8,,5205.469,3.347,0,0,0
1146333134200684,100064720237286,"Alcaldía de Tuluá","🎙️ ElPodcastdeVélez | Episodio 17. Ganó Tuluá: Proyectos que transformarán al municipio.

En esta entrega, nos acompañan dos mujeres líderes y concejalas, comprometidas con el progreso de nuestra ciudad. Nos cuentan los detalles de un importante proyecto de acuerdo que expusieron en el Concejo Municipal de obras que transformarán a Tuluá en un municipio #ParaSerFelices.","🎙️ ElPodcastdeVélez | Episodio 17. Ganó Tuluá: Proyectos que transformarán al municipio.

En esta entrega, nos acompañan dos mujeres líderes y concejalas, comprometidas con el progreso de nuestra ciudad. Nos cuentan los detalles de un importante proyecto de acuerdo que expusieron en el Concejo Municipal de obras que transformarán a Tuluá en un municipio #ParaSerFelices.",1531,"05/25/2025 10:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1056090216462151/,0,0,Videos,,,,,Total,3343,2749,253,160,10,83,102,,102,,61951.184,20.691,0,0,0
1145664564267541,100064720237286,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ sábado de 45 segundos #ParaSerFelices ✅✌🏽","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ sábado de 45 segundos #ParaSerFelices ✅✌🏽",63,"05/24/2025 16:05",uploaded,https://www.facebook.com/reel/1249908993807092/,1,0,Reels,,,,,Total,2187,1531,63,49,3,11,36,,36,,15497.472,7.504,0,0,
