"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)"
1115444117289586,100064720237286,"Alcaldía de Tuluá","#Movilidad | Inició demarcación y socialización del cambio de sentido vial en Carrera 30.

Desde ya, se cuenta con la presencia de agentes de tránsito en la zona, quienes están orientando a conductores y peatones sobre la nueva dinámica vial. Esta intervención forma parte de una estrategia integral para descongestionar este importante corredor y avanzar hacia una movilidad más eficiente y segura para todos los tulueños.

Lee la noticia completa: ⬇⬇⬇
",,0,"04/15/2025 07:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0XVvy8HyySvk5wgMb8ppnahE1uMeyXBo1dNkGrrmosnDaKswvX3CXgQVamyL721h2l,0,0,Enlaces,,,,,Total,1119,759,27,19,0,8,9,,3,6,,,,,
1115441473956517,100064720237286,"Alcaldía de Tuluá","#SemanaSanta |  Secretaría de Gobierno acompañó actos religiosos durante el Domingo de Ramos en Semana Santa.

El acompañamiento institucional permitió que las procesiones se desarrollaran sin contratiempos, garantizando el derecho al libre ejercicio del culto y contribuyendo a la tranquilidad de los feligreses. Gracias a esta articulación, la jornada transcurrió de manera satisfactoria y sin novedades.

Lee la noticia completa: 
",,0,"04/15/2025 07:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0pugrYAGB9j9PGZxfSi5EqfZsW1yhLub5pyXnuVoM1kJgbt9ikryjLpGM7w4jLPJtl,0,0,Enlaces,,,,,Total,1403,1010,35,27,0,8,5,,2,3,,,,,
1114939567340041,100064720237286,"Alcaldía de Tuluá","💙 ¡Más de 70 tulueños ya tienen su certificación de discapacidad!

Brindamos atención a los tulueños que actualizaron sus datos y pudieron recibir su certificación de discapacidad, un documento fundamental para acceder a beneficios y programas del Estado.✅💪🏼
Seguimos trabajando con compromiso por una Tuluá más accesible e incluyente. #ParaSerFelices","💙 ¡Más de 70 tulueños ya tienen su certificación de discapacidad!

Brindamos atención a los tulueños que actualizaron sus datos y pudieron recibir su certificación de discapacidad, un documento fundamental para acceder a beneficios y programas del Estado.✅💪🏼
Seguimos trabajando con compromiso por una Tuluá más accesible e incluyente. #ParaSerFelices",60,"04/14/2025 16:01",uploaded,https://www.facebook.com/reel/3677168759241130/,1,0,Reels,,,,,Total,1228,920,52,39,1,12,19,,19,,7534.742,6.467,0,0,
1114724077361590,100064720237286,"Alcaldía de Tuluá","🎒⚽ ¡El deporte también llega a la zona rural!

Entregamos implementos deportivos para los niños y niñas de los corregimientos La Iberia y Bocas de Tuluá, gracias a una alianza con la Fundación Colomboamericana VivaHope 🤝✨🥹🏃‍♀️🏃‍♂️ Esto es lo que nos mueve: llevar oportunidades reales a cada rincón de Tuluá, especialmente a nuestra zona rural 🌿 Seguimos entregando felicidad, salud y oportunidades para acompañarlos en su crecimiento #ParaSerFelices 🙌","🎒⚽ ¡El deporte también llega a la zona rural!

Entregamos implementos deportivos para los niños y niñas de los corregimientos La Iberia y Bocas de Tuluá, gracias a una alianza con la Fundación Colomboamericana VivaHope 🤝✨🥹🏃‍♀️🏃‍♂️ Esto es lo que nos mueve: llevar oportunidades reales a cada rincón de Tuluá, especialmente a nuestra zona rural 🌿 Seguimos entregando felicidad, salud y oportunidades para acompañarlos en su crecimiento #ParaSerFelices 🙌",74,"04/14/2025 09:08",uploaded,https://www.facebook.com/reel/664787329603986/,1,0,Reels,,,,,Total,3895,2784,258,165,21,72,97,,97,,29367.972,8.026,0,0,
1113948594105805,100064720237286,"Alcaldía de Tuluá","🎙️ ElPodcastdeVélez | Episodio 12. Tuluá construyendo futuro. 

En este episodio No. 12 de #ElPodcastdeVélez, el alcalde Gustavo Vélez habla sobre las obras que se esperan realizar en los próximos meses para los tulueños y cómo éstas convertirán a Tuluá en una ciudad visionaria y de futuro. Una ciudad #ParaSerFelices","🎙️ ElPodcastdeVélez | Episodio 12. Tuluá construyendo futuro. 

En este episodio No. 12 de #ElPodcastdeVélez, el alcalde Gustavo Vélez habla sobre las obras que se esperan realizar en los próximos meses para los tulueños y cómo éstas convertirán a Tuluá en una ciudad visionaria y de futuro. Una ciudad #ParaSerFelices",1291,"04/13/2025 10:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1334615961117875/,1,0,Videos,,,,,Total,3522,2723,277,149,94,34,230,,230,,125779.802,41.171,0,0,0
1113844494116215,100064720237286,"Alcaldía de Tuluá","¡Inspección, vigilancia y control este fin de semana!🔍🥩🐟 

Con la Secretaría de Salud, junto a la Secretaría de Gobierno 🏛️ y la Policía Nacional 🚓, iniciamos  operativos en puntos de venta para verificar que los productos sean de calidad y no representen riesgos para la salud de los tulueños.

Porque en esta Semana Santa ✝️, cuidamos la salud #ParaSerFelices 💙","¡Inspección, vigilancia y control este fin de semana!🔍🥩🐟 

Con la Secretaría de Salud, junto a la Secretaría de Gobierno 🏛️ y la Policía Nacional 🚓, iniciamos  operativos en puntos de venta para verificar que los productos sean de calidad y no representen riesgos para la salud de los tulueños.

Porque en esta Semana Santa ✝️, cuidamos la salud #ParaSerFelices 💙",61,"04/13/2025 08:25",uploaded,https://www.facebook.com/reel/662638706716494/,1,0,Reels,,,,,Total,3495,1535,247,159,5,83,32,,32,,26941.826,8.216,0,0,
1113284167505581,100064720237286,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽",71,"04/12/2025 16:03",uploaded,https://www.facebook.com/reel/684177317394569/,1,0,Reels,,,,,Total,3431,1376,185,142,12,31,36,,36,,27884.614,8.88,0,0,
1112411410926190,100064720237286,"Alcaldía de Tuluá","✅ ¡Ya empezamos con la certificación de discapacidad! ♿💙
Si estás esperando tu certificado… ¡este es el momento! Acércate a la Secretaría de Salud, actualiza tus datos y prepárate para ser parte del proceso de certificación 📋🗂️

Queremos contactarte, pero necesitamos tener tu información al día. ¡No lo dejes pasar! 💬🕒
 ¡Te esperamos! 🙌 #ParaSerFelices 💪🏼","✅ ¡Ya empezamos con la certificación de discapacidad! ♿💙
Si estás esperando tu certificado… ¡este es el momento! Acércate a la Secretaría de Salud, actualiza tus datos y prepárate para ser parte del proceso de certificación 📋🗂️

Queremos contactarte, pero necesitamos tener tu información al día. ¡No lo dejes pasar! 💬🕒
 ¡Te esperamos! 🙌 #ParaSerFelices 💪🏼",26,"04/11/2025 13:58",mixed,https://www.facebook.com/reel/691650629969284/,1,0,Reels,,,,,Total,3385,1558,416,242,6,168,39,,39,,16234.168,5.288,0,0,
1112245410942790,100064720237286,"Alcaldía de Tuluá","🐟✨ ¡Aprende a identificar pescado de calidad!

Durante esta Semana Santa, asegúrate de llevar a casa productos frescos y seguros 🛍️💙. Te enseñamos a identificar un buen pescado para que tú y tu familia disfruten con tranquilidad.🍽️🙏

Desde la Administración Municipal y la Secretaría de Salud 👨‍⚕️👩‍⚕️ preparamos una guía práctica para que compres con confianza y cuides tu salud.

📲 Desliza o haz clic para conocer todos los tips 👉",,0,"04/11/2025 09:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0VSthsPKdXPjAhynFmGmYgU7rsdsEpBmpnFj8xTX1YDJdPec8dZcdmyghD4mkDLFCl,0,0,Fotos,,,,,Total,2320,1410,30,21,0,9,41,36,5,,,,,,
1111603681006963,100064720237286,"Alcaldía de Tuluá","🚧 ¡Ampliación y compactación de la vía Campoalegre! 🚜✨

En este sector avanzamos con trabajos de conformación de la vía, gracias a una articulación entre la comunidad, la empresa privada y la Alcaldía 🤝👷‍♀️.💡Nuestro objetivo es mejorar la movilidad y la calidad de vida de quienes viven y transitan por esta zona de Tuluá.

 ¡Seguimos construyendo una Tuluá con vías #ParaSerFelices💙✌🏼","🚧 ¡Ampliación y compactación de la vía Campoalegre! 🚜✨

En este sector avanzamos con trabajos de conformación de la vía, gracias a una articulación entre la comunidad, la empresa privada y la Alcaldía 🤝👷‍♀️.💡Nuestro objetivo es mejorar la movilidad y la calidad de vida de quienes viven y transitan por esta zona de Tuluá.

 ¡Seguimos construyendo una Tuluá con vías #ParaSerFelices💙✌🏼",38,"04/10/2025 15:06",uploaded,https://www.facebook.com/reel/701243819146503/,1,0,Reels,,,,,Total,5066,2823,217,128,64,25,166,,165,1,66065.463,16.2,0,0,
1111592614341403,100064720237286,"Alcaldía de Tuluá","#Salud | Tuluá refuerza vigilancia sanitaria en carne y pescado por Semana Santa.

Con el fin de proteger la salud de los tulueños durante la temporada de Semana Santa, la Administración Municipal, a través de las Secretarías de Salud y Gobierno , iniciará este viernes 14 de abril una serie de operativos de Inspección, Vigilancia y Control en establecimientos comerciales de pescado y productos cárnicos.

Lee la noticia completa:⬇⬇⬇
",,0,"04/10/2025 14:40",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02RzvkV5W8FLNiUKhg33jBEPZQmhYjg71HwZtjXGjY2BeLvjgab2neunvGNErriA7ol,0,0,Enlaces,,,,,Total,1499,910,22,16,0,6,2,,,2,,,,,
1111436274357037,100064720237286,"Alcaldía de Tuluá","#Emtuluá | La Moralia avanza hacia un futuro con agua potable

Este proyecto es posible gracias al trabajo conjunto entre Empresas Municipales de Tuluá y la Administración Municipal, bajo el liderazgo del alcalde Gustavo Adolfo Vélez Román. La planta beneficiará a más de 684 personas, quienes pronto contarán con un servicio esencial: agua potable continua, segura y de calidad en sus hogares.

Lee la noticia completa: ⬇⬇⬇
",,0,"04/10/2025 09:50",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02fW5CaQhyb6124vCo2xv6iR9y7HtA3d8APLEdsMkhzn6scsxk4fjg5sUMp7EEwumTl,0,0,Enlaces,,,,,Total,3674,2237,141,85,2,54,35,,10,25,,,,,
1111424934358171,100064720237286,"Alcaldía de Tuluá","#Educación | Secretaría de Educación verifica calidad de Alimentación Escolar.

Durante el recorrido, se llevó a cabo una prueba organoléptica, con la cual se evaluó la calidad de los alimentos que reciben diariamente los estudiantes. Esta actividad permitió constatar de primera mano las condiciones del servicio de alimentación que actualmente beneficia a cerca de 600 estudiantes de esta institución.

Lee la noticia completa: ⬇⬇⬇
",,0,"04/10/2025 09:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0TJq519weu2CsSKvwfZvjmDaHg78ip8rLxHGWv2n59JaVqAEHKUvznuez9hq792c1l,0,0,Enlaces,,,,,Total,3120,2006,74,58,2,14,35,,23,12,,,,,
1111374844363180,100064720237286,"Alcaldía de Tuluá","🍽️💙 ¡Cuidamos lo que comen nuestros estudiantes!

Con la 💪 Secretaría de Educación visitamos la IE Gimnasio del Pacífico 🏫 para verificar que el Programa de Alimentación Escolar 🍽️ esté funcionando al 100% y que los más de 600 estudiantes 👧👦 estén recibiendo alimentos 🥗🥪🍌 de calidad y en perfecto estado, gracias a una prueba organoléptica 😋✅.

Porque alimentarse bien también es parte de aprender 📚💙 #ParaSerFelices ✅","🍽️💙 ¡Cuidamos lo que comen nuestros estudiantes!

Con la 💪 Secretaría de Educación visitamos la IE Gimnasio del Pacífico 🏫 para verificar que el Programa de Alimentación Escolar 🍽️ esté funcionando al 100% y que los más de 600 estudiantes 👧👦 estén recibiendo alimentos 🥗🥪🍌 de calidad y en perfecto estado, gracias a una prueba organoléptica 😋✅.

Porque alimentarse bien también es parte de aprender 📚💙 #ParaSerFelices ✅",58,"04/10/2025 08:12",N/A,https://www.facebook.com/reel/3981828908696194/,1,0,Reels,,,,,Total,11699,5130,814,565,66,183,436,,436,,142352.101,13.48,0,0,
1110890467744951,100064720237286,"Alcaldía de Tuluá","Hoy honramos la memoria de quienes han sufrido el conflicto 🕊️

Recordar es dignificar… y dignificar es construir paz para Tuluá ❤️‍🩹

#9DeAbril","Hoy honramos la memoria de quienes han sufrido el conflicto 🕊️

Recordar es dignificar… y dignificar es construir paz para Tuluá ❤️‍🩹

#9DeAbril",50,"04/09/2025 17:54",uploaded,https://www.facebook.com/reel/1728861358015992/,1,0,Reels,,,,,Total,1706,1253,69,51,4,14,37,,37,,11485.297,7.228,0,0,
1110814867752511,100064720237286,"Alcaldía de Tuluá","🎉💃 ¡Así vivimos una tarde llena de alegría y movimiento con nuestros grupos de Adulto Mayor! 👵👴

Desde la Secretaría de Bienestar Social, a través del enlace de Adulto Mayor, compartimos una hermosa Tarde Lúdica y Recreativa, donde el cariño, la energía y las sonrisas fueron protagonistas. 🌞🎈🎶

¡Gracias por enseñarnos que nunca es tarde para disfrutar la vida! 💙
 #ParaSerFelices ✅",,0,"04/09/2025 15:13",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0uAq7poEA469fBDHMHhJgQog4B2fGyC1Jfct5AhLnymK8KG1rg5ha8VTboQG55wTyl,0,0,Fotos,,,,,Total,3821,2605,68,50,2,16,169,140,29,,,,,,
1110782101089121,100064720237286,"Alcaldía de Tuluá","#Hábitat | Administración Municipal atiende emergencias en zona rural por ola invernal.

Las labores de atención se han concentrado en las veredas El Brasil, Maravelez, El Vergel, La Coca, Remolinos, El Bosque, Las Vegas y San José, donde se han ejecutado trabajos de remoción de tierra, evacuación de material y rehabilitación de vías, algunas de ellas en condiciones críticas.

Lee la noticia completa:
",,0,"04/09/2025 14:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02mGx9NyPbo25C8BTaq5PWN5BQK1ytYJSXNQGDe5hkHeD9GX4yxPFVqY4qs8tt7Jvl,0,0,Enlaces,,,,,Total,1890,1245,44,35,0,9,12,,1,11,,,,,
1110771864423478,100064720237286,"Alcaldía de Tuluá","#Noticias | Tuluá impulsa internacionalización empresarial con programa “Vallexporta”

El alcalde Vélez Román, destacó la importancia de este programa para el desarrollo económico local y anunció que el municipio ha destinado 100 millones de pesos para apoyar esta estrategia. ""Queremos facilitar el acceso de nuestros empresarios a mercados internacionales como Estados Unidos y Europa, y acompañarlos en todo el proceso"", expresó.

Lee la noticia completa: ⬇⬇⬇
",,0,"04/09/2025 13:41",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02bPtLgPdWpAJ3gzoxrLo1qEZozjKHh6qRMnMMaXkjnGYwU83ELc8npJY8ECcGiNf8l,0,0,Enlaces,,,,,Total,1570,1046,40,29,0,11,9,,1,8,,,,,
1110766721090659,100064720237286,"Alcaldía de Tuluá","#Víctimas | Alcaldía conmemora a Víctimas del Conflicto Armado.

El evento contó con la participación de delegados de la ONU, el Ministerio Público, el Concejo Municipal, la Policía Nacional y la Administración Municipal, quienes reafirmaron su compromiso con la memoria, la justicia y la no repetición.

Lee la noticia completa: ⬇⬇⬇
",,0,"04/09/2025 13:29",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02tvLwZocazRFyK9ij6PduYicLXRopzJCiV3X62wFR14USAkoxo3nGThBZEjpcvFdl,0,0,Enlaces,,,,,Total,1260,860,29,24,0,5,9,,1,8,,,,,
1110639517770046,100064720237286,"Alcaldía de Tuluá","Hoy conmemoramos el Día de la Memoria y Solidaridad con las Víctimas 🕊️

Desde la Administración Municipal, a través de la Secretaría de Gobierno, Convivencia y Seguridad y el Enlace de Víctimas, realizamos un emotivo encuentro en la Casa de la Cultura Enrique Uribe White 🏛️ junto a la comunidad y con el acompañamiento de la ONU 🌍.

¡Porque recordar es dignificar!
#9DeAbril #Víctimas",,0,"04/09/2025 09:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid08ii1PeqdsTyw7dCkqqRhAnZDLrE8qfuoHSJ87oeVyZK6QX21jmE3DRMT1F12Y6Rrl,0,0,Fotos,,,,,Total,8692,5136,196,116,5,75,772,589,183,,,,,,
1110404697793528,100064720237286,"Alcaldía de Tuluá","#ControlInterno | Contraloría Municipal instala proceso de auditoría financiera a Alcaldía de Tuluá.

Durante la instalación se abordaron temas clave, entre ellos el déficit fiscal con el que fue recibido el municipio por parte de la administración entrante, el cual será objeto de revisión y análisis detallado dentro del proceso auditor que adelanta el órgano de control.

Lee la noticia completa:⬇️⬇️⬇️",,0,"04/09/2025 03:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0xucUh6NnsK1j3U1fzENHUaPUrmKiD7FECiSpeBT7PV85oGMEaMgpmYG31eX7oBZRl,0,0,Enlaces,,,,,Total,3777,2389,60,46,5,9,120,,42,78,,,,,
1110403111127020,100064720237286,"Alcaldía de Tuluá","#Salud | Jornada animal en Puerto Frazadas benefició a más de 150 animales.

En esta ocasión, el equipo de la Secretaría de Salud y la Secretaría de Desarrollo Agropecuario y Medio Ambiente (SEDAMA), acompañados del Centro de Zoonosis, llegó hasta el corregimiento de Puerto Frazadas, donde se ofrecieron servicios gratuitos como vacunación, desparasitación y suplementación vitamínica para diferentes especies.

Lee la noticia completa: ⬇️⬇️⬇️ 
",,0,"04/09/2025 03:41",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0fWjEucVgkPRaUXJkEpWLfMKxKsdMvk4dXCfMExYMSSeWnLB2FNhjSEDNna62HYxsl,0,0,Enlaces,,,,,Total,1394,945,36,27,1,8,14,,5,9,,,,,
1109777351189596,100064720237286,"Alcaldía de Tuluá","🎭🎨 ¡Los talleres ya están en el Centro Cultural Lino Mora! 🎶📚

📢 Inscripciones abiertas en la Casa de la Cultura Enrique Uribe White.
💡 Disfrútalos de manera gratuita: aprende y vive el arte con clases de música, baile, artes plásticas, manualidades y mucho más. 🏺🎹🎭🧵

¡No te lo pierdas! 🎉✨ #ParaSerFelices 💙✅",,0,"04/08/2025 08:33",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0259XwsVvoePXyrLdyv8JwkeHyYC1uSmKf7b5GSV7iRkfqz7XrdejbSmxeb5Dj1EMAl,0,0,Fotos,,,,,Total,3703,2003,55,32,8,15,215,143,72,,,,,,
1109246434576021,100064720237286,"Alcaldía de Tuluá","#Seguridad | Capturados criminales de estructura económica Frente 57 'Yaír Bermúdez'

La maniobra fue adelantada por tropas del Gaula Militar, el Batallón de Alta Montaña N.° 10 de la Tercera Brigada del Ejército Nacional, la Fuerza Aérea Colombiana y el CTI Gaula de la Fiscalía General de la Nación, quienes, gracias a labores de inteligencia, lograron ubicar a varios miembros de esta red delincuencial en el sector mencionado.

Lee la noticia completa:⬇⬇⬇
",,0,"04/07/2025 16:57",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02LQuDhmComtM2FPNncNjxK7EekeofUeZBS2SJY115QfLnXBLQoKtPEu7orx19UR9Kl,0,0,Enlaces,,,,,Total,6666,4203,88,69,3,16,627,,114,513,,,,,
1109245661242765,100064720237286,"Alcaldía de Tuluá","👮‍♂️ Capturados integrantes de la red financiera del GAO-r Frente 57 ‘Yaír Bermúdez’ 💰🚨💥

En una operación interinstitucional, las autoridades capturaron a integrantes de la red financiera Frente 57 ‘Yaír Bermúdez’, responsables de realizar cobros extorsivos en Tuluá, Bugalagrande y Pradera.

🙌🏼 ¡Seguimos trabajando por una región más segura y en paz! #ParaSerFelices 💪🏼","👮‍♂️ Capturados integrantes de la red financiera del GAO-r Frente 57 ‘Yaír Bermúdez’ 💰🚨💥

En una operación interinstitucional, las autoridades capturaron a integrantes de la red financiera Frente 57 ‘Yaír Bermúdez’, responsables de realizar cobros extorsivos en Tuluá, Bugalagrande y Pradera.

🙌🏼 ¡Seguimos trabajando por una región más segura y en paz! #ParaSerFelices 💪🏼",66,"04/07/2025 16:55",uploaded,https://www.facebook.com/reel/648222171138304/,1,0,Reels,,,,,Total,8698,3527,247,200,7,40,282,,282,,141049.619,19.396,0,0,
1109218737912124,100064720237286,"Alcaldía de Tuluá","#Noticias | Tuluá celebra los 50 años de la Central de Transportes.

A través de intervenciones, muestras artísticas y actos de homenaje, se rindió tributo a quienes han sido fundamentales en su crecimiento estos 50 años, donde ha sido una pieza clave en la movilidad del centro del Valle del Cauca, facilitando la conexión de miles de personas con otras regiones del país y contribuyendo al desarrollo económico y social de Tuluá.

Lee la noticia completa: ⬇⬇⬇
",,0,"04/07/2025 15:55",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0CP7yWcABiKcGYpr8cCe8uBd7KAFirJfZfz42dMcRYiC8zmRqo62vuDpxtHsSAtDal,0,0,Enlaces,,,,,Total,2456,1531,64,46,7,11,56,,38,18,,,,,
1109218381245493,100064720237286,"Alcaldía de Tuluá","#Noticias | Inicia construcción de la vía principal de acceso al proyecto Solares de Gualanday.

Actualmente, el proyecto entra en una nueva fase con labores de cajeo de 45 centímetros, que permitirán reponer la sub-base y proceder con la instalación de la capa de rodadura. Esta vía es la más importante del proyecto, ya que brinda acceso directo al conjunto, lo que permitirá entregar los lotes a los clientes en el menor tiempo posible.

Lee la noticia completa: ⬇⬇⬇
",,0,"04/07/2025 15:54",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid046VDnfa3xVfNuSwsrcgtu3Po5G8JMR7ggKVxzQ2VR4LzuFQSFo4Wrdt5cxBLsi7Ul,0,0,Enlaces,,,,,Total,2816,1972,56,38,6,12,96,,40,56,,,,,
1109075767926421,100064720237286,"Alcaldía de Tuluá","🚐🐾 ¡Llegamos con la Jornada de Bienestar Animal a Puerto Frazadas!

Desde la Secretaría de Salud y la SEDAMA, llevamos nuestra jornada animal con profesionales especializados 🩺🐶🐴🐄🐔
👉 Donde atendimos:

✅ 31 Bovinos
✅ 29 Equinos
✅ 46 Aves
✅ 34 Caninos
✅ 18 Felinos

Porque ellos también merecen estar sanos y 💚 cuidados.
📍 ¡Seguimos trabajando #ParaSerFelices! 🫶🐕‍🦺🐈‍⬛","🚐🐾 ¡Llegamos con la Jornada de Bienestar Animal a Puerto Frazadas!

Desde la Secretaría de Salud y la SEDAMA, llevamos nuestra jornada animal con profesionales especializados 🩺🐶🐴🐄🐔
👉 Donde atendimos:

✅ 31 Bovinos
✅ 29 Equinos
✅ 46 Aves
✅ 34 Caninos
✅ 18 Felinos

Porque ellos también merecen estar sanos y 💚 cuidados.
📍 ¡Seguimos trabajando #ParaSerFelices! 🫶🐕‍🦺🐈‍⬛",33,"04/07/2025 11:11",N/A,https://www.facebook.com/reel/1297893617964177/,1,0,Reels,,,,,Total,1848,1021,222,132,3,87,18,,18,,6100.533,3.474,0,0,
1108398321327499,100064720237286,"Alcaldía de Tuluá","¡Celebramos 50 años conectando sueños y moviendo a Colombia! 🇨🇴✨","¡Celebramos 50 años conectando sueños y moviendo a Colombia! 🇨🇴✨  Fue una noche llena de historia 📚, alegría 🎉, música del Valle 🎶, sabores típicos 🥘 y talento vallecaucano en escena 💃🕺.  Vivimos un show de mapping espectacular 🌟 que iluminó nuestro camino y presentamos con orgullo nuestro nuevo logo✅, reflejo de evolución y compromiso🫱🏽‍🫲🏿🙌🏽¡Gracias por acompañarnos en este viaje! 🚍❤️  ¡Vamos por más!  #ParaSerFelices",99,"04/06/2025 16:12",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1064988385446214/,0,0,Videos,,,,,Total,5166,4837,192,119,7,66,110,,110,,45856.144,9.326,0,0,0
1108226494678015,100064720237286,"Alcaldía de Tuluá","🎙️ ElPodcastdeVélez | Episodio Especial. 50 años de la Central de Transportes de Tuluá.

En este episodio especial de #ElPodcastdeVélez el alcalde Gustavo Vélez asistió al aniversario número 50 de la Central de Transportes de Tuluá. Un evento lleno de emociones, nostalgia y muchos recuerdos sobre el origen y evolución de esta institución que durante 5 décadas ha sido punto de encuentro, partida y destino para miles de tulueños y vallecaucanos y que cada día se transforma más en un espacio #ParaSerFelices","🎙️ ElPodcastdeVélez | Episodio Especial. 50 años de la Central de Transportes de Tuluá.

En este episodio especial de #ElPodcastdeVélez el alcalde Gustavo Vélez asistió al aniversario número 50 de la Central de Transportes de Tuluá. Un evento lleno de emociones, nostalgia y muchos recuerdos sobre el origen y evolución de esta institución que durante 5 décadas ha sido punto de encuentro, partida y destino para miles de tulueños y vallecaucanos y que cada día se transforma más en un espacio #ParaSerFelices",525,"04/06/2025 10:56",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/2876903025820949/,0,0,Videos,,,,,Total,5086,3648,422,256,13,153,146,,146,,63336.979,13.556,0,0,0
1108224394678225,100064720237286,"Alcaldía de Tuluá","#Hábitat | Alcaldía atiende rápidamente derrumbes en zona rural.

Gracias a la respuesta rápida del equipo operativo, hacia las 10 de la mañana de este sábado, 5 de abril, fue despejado por completo el material que obstruía el paso, permitiendo habilitar nuevamente la vía que también comunica con el sector de Barragán. La intervención permitió evitar mayores afectaciones a la movilidad y garantizar la seguridad de quienes transitan por esta importante zona rural.

Lee la noticia: ⬇️⬇️⬇️
",,0,"04/06/2025 10:53",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02BoheuNJzCQ4p74c6u3DHNuTV6ZBsCBuscXb1YhbsaV3jKyYjxs1cDjQXvdS824csl,0,0,Enlaces,,,,,Total,1817,1214,53,39,3,11,20,,10,10,,,,,
1108223421344989,100064720237286,"Alcaldía de Tuluá","#Salud | Secretaría de salud informa sobre medidas de seguridad para expendios de carne.

El secretario de Salud Municipal, Diego Fernando Sánchez, explicó que desde ahora todos los negocios que venden carne deben cumplir con la cadena de frío, es decir, mantenerla siempre refrigerada para que no se dañe y no represente un riesgo para la salud.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"04/06/2025 10:52",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0bdKUoJirbUHYytpjFjE4SSYpN1EK6Z4bWngKnPXMafQMzerkuCtRrkw3WA63aHrql,0,0,Enlaces,,,,,Total,1484,996,31,24,0,7,12,,1,11,,,,,
1108222588011739,100064720237286,"Alcaldía de Tuluá","#Educación | Secretaría de Educación recupera y entrega infraestructura a la comunidad.

Este espacio, que había estado en estado de abandono, ahora será utilizado para el beneficio de estudiantes, docentes y toda la comunidad académica.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"04/06/2025 10:51",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0b8vchr8Z4Jh86uDhod33tyCwekHBfXS8gj9QbrRqXL3i427TQ6Ymcq3NeHuZmZxel,0,0,Enlaces,,,,,Total,2663,1912,73,62,0,11,78,,16,62,,,,,
1107513661415965,100064720237286,"Alcaldía de Tuluá","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽","#ResumenSemanal | Conoce aquí las noticias más destacadas de la semana ➡️➡️ 45 segundos #ParaSerFelices ✅✌🏽",88,"04/05/2025 16:28",uploaded,https://www.facebook.com/reel/849028740730222/,1,0,Reels,,,,,Total,2468,1229,100,78,1,21,35,,35,,21584.181,9.255,0,0,
